control_id,title,page,chapter,profile_scope,level,automated,status_impl,status_tested,status_validated,notes
5.4.1.1,Ensure password expiration is configured (Automated),663,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.1.2,Ensure minimum password days is configured (Manual),666,5,Server:Level 2;Workstation:Level 2,Level 2,Manual,OK,OK,,
5.4.1.3,Ensure password expiration warning days is configured (Automated),669,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.1.4,Ensure strong password hashing algorithm is configured (Automated),671,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.1.5,Ensure inactive password lock is configured (Automated),673,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.1.6,Ensure all users last password change date is in the past (Automated),675,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.1,Ensure root is the only UID 0 account (Automated),677,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.2,Ensure root is the only GID 0 account (Automated),678,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.3,Ensure group root is the only GID 0 group (Automated),680,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.4,Ensure root account access is controlled (Automated),681,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.5,Ensure root path integrity (Automated),683,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.6,Ensure root user umask is configured (Automated),686,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.7,Ensure system accounts do not have a valid login shell (Automated),688,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.2.8,Ensure accounts without a valid login shell are locked (Automated),690,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.3.1,Ensure nologin is not listed in /etc/shells (Automated),693,5,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
5.4.3.2,Ensure default user shell timeout is configured (Automated),694,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
5.4.3.3,Ensure default user umask is configured (Automated),698,5,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.1.1,Ensure journald service is active (Automated),707,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.1.2,Ensure journald log file access is configured (Manual),709,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.1.1.3,Ensure journald log file rotation is configured (Manual),712,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.1.1.4,Ensure journald ForwardToSyslog is disabled (Automated),714,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.1.5,Ensure journald Storage is configured (Automated),718,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.1.6,Ensure journald Compress is configured (Automated),721,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.2.1,Ensure systemd-journal-remote is installed (Automated),726,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.2.2,Ensure systemd-journal-upload authentication is configured (Manual),728,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.1.2.3,Ensure systemd-journal-upload is enabled and active (Automated),730,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.1.2.4,Ensure systemd-journal-remote service is not in use (Automated),732,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.1,Ensure rsyslog is installed (Automated),735,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.2,Ensure rsyslog service is enabled and active (Automated),737,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.3,Ensure journald is configured to send logs to rsyslog (Automated),739,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.4,Ensure rsyslog log file creation mode is configured (Automated),743,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.5,Ensure rsyslog logging is configured (Manual),745,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.2.6,Ensure rsyslog is configured to send logs to a remote log host (Manual),747,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.2.7,Ensure rsyslog is not configured to receive logs from a remote client (Automated),749,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.1.2.8,Ensure logrotate is configured (Manual),751,6,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
6.1.2.9,Ensure rsyslog-gnutls is installed (Automated),753,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.1.2.10,Ensure rsyslog forwarding uses gtls (Automated),755,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.1.2.11,Ensure rsyslog CA certificates are configured (Manual),757,6,Server:Level 2;Workstation:Level 2,Level 2,Manual,OK,OK,,
6.1.3.1,Ensure access to all logfiles has been configured (Automated),760,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.2.1.1,Ensure auditd packages are installed (Automated),768,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.1.2,Ensure auditd service is enabled and active (Automated),769,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.1.3,Ensure auditing for processes that start prior to auditd is enabled (Automated),771,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.1.4,Ensure audit_backlog_limit is configured (Automated),773,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.2.1,Ensure audit log storage size is configured (Automated),776,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.2.2,Ensure audit logs are not automatically deleted (Automated),778,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.2.3,Ensure system is disabled when audit logs are full (Automated),779,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.2.4,Ensure system warns when audit logs are low on space (Automated),782,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.1,Ensure modification of the /etc/sudoers file is collected (Automated),787,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.2,Ensure actions as another user are always logged (Automated),790,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.3,Ensure events that modify the sudo log file are collected (Automated),793,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.4,Ensure events that modify date and time information are collected (Automated),796,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.5,Ensure events that modify sethostname and setdomainname are collected (Automated),800,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.6,Ensure events that modify /etc/issue and /etc/issue.net are collected (Automated),803,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.7,Ensure events that modify /etc/hosts and /etc/hostname are collected (Automated),806,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.8,Ensure events that modify the system's network environment are collected (Automated),809,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.9,Ensure events that modify /etc/NetworkManager directory are collected (Automated),813,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.10,Ensure use of privileged commands are collected (Automated),816,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.11,Ensure unsuccessful file access attempts are collected (Automated),820,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.12,Ensure events that modify /etc/group information are collected (Automated),824,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.13,Ensure events that modify /etc/passwd information are collected (Automated),827,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.14,Ensure events that modify /etc/shadow and /etc/gshadow are collected (Automated),830,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.15,Ensure events that modify /etc/security/opasswd are collected (Automated),833,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.16,Ensure events that modify /etc/nsswitch.conf file are collected (Automated),836,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.17,Ensure events that modify /etc/pam.conf and /etc/pam.d/ information are collected (Automated),839,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.18,"Ensure discretionary access control permission modification events chmod,fchmod,fchmodat,fchmodat2 are collected (Automated)",842,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.19,"Ensure discretionary access control permission modification events chown,fchown,lchown,fchownat are collected (Automated)",846,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.20,"Ensure discretionary access control permission modification events setxattr,lsetxattr,fsetxattr,removexattr,lremovexattr,fremovexattr collected (Automated)",850,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.21,Ensure successful file system mounts are collected (Automated),854,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.22,Ensure session initiation information is collected (Automated),857,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.23,Ensure login and logout events are collected (Automated),861,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.24,Ensure unlink file deletion events by users are collected (Automated),865,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.25,Ensure rename file deletion events by users are collected (Automated),869,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.26,Ensure events that modify the system's Mandatory Access Controls are collected (Automated),873,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.27,Ensure successful and unsuccessful attempts to use the chcon command are collected (Automated),876,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.28,Ensure successful and unsuccessful attempts to use the setfacl command are collected (Automated),879,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.29,Ensure successful and unsuccessful attempts to use the chacl command are collected (Automated),882,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.30,Ensure successful and unsuccessful attempts to use the usermod command are collected (Automated),885,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.31,Ensure kernel module loading unloading and modification is collected (Automated),888,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.32,"Ensure kernel ""init_module"" and ""finit_module"" loading unloading and modification is collected (Automated)",892,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.33,"Ensure kernel ""delete_module"" loading unloading and modification is collected (Automated)",896,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.34,Ensure kernel query_module loading unloading and modification is collected (Automated),900,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.35,Ensure the audit configuration is loaded regardless of errors (Automated),904,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.36,Ensure the audit configuration is immutable (Automated),906,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.3.37,Ensure the running and on disk configuration is the same (Manual),908,6,Server:Level 2;Workstation:Level 2,Level 2,Manual,OK,OK,,
6.2.4.1,Ensure audit log files mode is configured (Automated),911,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.2,Ensure audit log files owner is configured (Automated),913,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.3,Ensure audit log files group owner is configured (Automated),915,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.4,Ensure the audit log file directory mode is configured (Automated),917,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.5,Ensure audit configuration files mode is configured (Automated),919,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.6,Ensure audit configuration files owner is configured (Automated),921,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.7,Ensure audit configuration files group owner is configured (Automated),923,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.8,Ensure audit tools mode is configured (Automated),925,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.9,Ensure audit tools owner is configured (Automated),927,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.2.4.10,Ensure audit tools group owner is configured (Automated),928,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
6.3.1,Ensure AIDE is installed (Automated),930,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.3.2,Ensure filesystem integrity is regularly checked (Automated),932,6,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
6.3.3,Ensure cryptographic mechanisms are used to protect the integrity of audit tools (Automated),934,6,Server:Level 2;Workstation:Level 2,Level 2,Automated,OK,OK,,
7.1.1,Ensure access to /etc/passwd is configured (Automated),940,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.2,Ensure access to /etc/passwd- is configured (Automated),942,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.3,Ensure access to /etc/group is configured (Automated),944,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.4,Ensure access to /etc/group- is configured (Automated),946,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.5,Ensure access to /etc/shadow is configured (Automated),948,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.6,Ensure access to /etc/shadow- is configured (Automated),950,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.7,Ensure access to /etc/gshadow is configured (Automated),952,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.8,Ensure access to /etc/gshadow- is configured (Automated),954,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.9,Ensure access to /etc/shells is configured (Automated),956,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.10,Ensure access to /etc/security/opasswd is configured (Automated),958,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.11,Ensure world writable files and directories are secured (Automated),960,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.12,Ensure no files or directories without an owner and a group exist (Automated),964,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.1.13,Ensure SUID and SGID files are reviewed (Manual),967,7,Server:Level 1;Workstation:Level 1,Level 1,Manual,OK,OK,,
7.2.1,Ensure accounts in /etc/passwd use shadowed passwords (Automated),971,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.2,Ensure /etc/shadow password fields are not empty (Automated),973,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.3,Ensure all groups in /etc/passwd exist in /etc/group (Automated),975,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.4,Ensure shadow group is empty (Automated),977,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.5,Ensure no duplicate UIDs exist (Automated),979,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.6,Ensure no duplicate GIDs exist (Automated),981,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.7,Ensure no duplicate user names exist (Automated),983,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.8,Ensure no duplicate group names exist (Automated),984,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.9,Ensure local interactive user home directories are configured (Automated),985,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
7.2.10,Ensure local interactive user dot files access is configured (Automated),989,7,Server:Level 1;Workstation:Level 1,Level 1,Automated,OK,OK,,
