"ControlId","Title","Status","ExpectedValue","ActualValue","Notes","Hostname","Timestamp"
"18.10.26.1.1","Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Fail","'0' (Disabled)","","","DC01","2026-07-14T10:54:36.2806474-07:00"
"18.10.26.1.2","Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Fail",">= 32768","","","DC01","2026-07-14T10:54:36.2886901-07:00"
"18.10.26.2.1","Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Fail","'0' (Disabled)","","","DC01","2026-07-14T10:54:36.2961278-07:00"
"18.10.26.2.2","Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'","Fail",">= 196608","","","DC01","2026-07-14T10:54:36.3056552-07:00"
"18.10.26.3.1","Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Fail","'0' (Disabled)","","","DC01","2026-07-14T10:54:36.3166358-07:00"
"18.10.26.3.2","Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Fail",">= 32768","","","DC01","2026-07-14T10:54:36.3273397-07:00"
"18.10.26.4.1","Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Fail","'0' (Disabled)","","","DC01","2026-07-14T10:54:36.3346343-07:00"
"18.10.26.4.2","Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Fail",">= 32768","","","DC01","2026-07-14T10:54:36.3440818-07:00"
"18.10.29.2","Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled'","ManualReviewRequired","","","Control nuevo, distinto del clasico SaveZoneInformation; no se identifico con certeza la clave de registro. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:36.3474098-07:00"
"18.10.29.3","Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'","Fail","0 (Disabled = DEP activo)","","","DC01","2026-07-14T10:54:36.3511201-07:00"
"18.10.29.4","Ensure 'Turn off heap termination on corruption' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.3544081-07:00"
"18.10.29.5","Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.3575223-07:00"
"18.10.36.1","Ensure 'Turn off location' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.3657022-07:00"
"18.10.40.1","Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.3717324-07:00"
"18.10.41.1","Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.3766938-07:00"
"18.10.42.4.1","Ensure 'Enable EDR in block mode' is set to 'Enabled'","ManualReviewRequired","","","Feature de Microsoft Defender for Endpoint (2023+); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:36.3782225-07:00"
"18.10.42.5.1","Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.3867611-07:00"
"18.10.42.5.2","Ensure 'Join Microsoft MAPS' is set to 'Enabled: Advanced'","Fail","2 (Advanced)","","","DC01","2026-07-14T10:54:36.3967699-07:00"
"18.10.42.6.1.1","Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.4061165-07:00"
"18.10.42.6.1.2","Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured","Fail","Configurado (al menos una regla ASR definida)","","","DC01","2026-07-14T10:54:36.4188405-07:00"
"18.10.42.6.3.1","Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block'","Fail","1 (Block)","","","DC01","2026-07-14T10:54:36.4308263-07:00"
"18.10.42.7.1","Ensure 'Enable file hash computation feature' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.4393687-07:00"
"18.10.42.8.1","Ensure 'Convert warn verdict to block' is set to 'Enabled'","ManualReviewRequired","","","Feature reciente de Microsoft Defender; no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:36.4406710-07:00"
"18.10.42.10.1","Ensure 'Configure real-time protection and Security Intelligence Updates during OOBE' is set to 'Enabled'","ManualReviewRequired","","","Control especifico de OOBE; no se identifico con certeza la clave de registro distinta de la proteccion en tiempo real clasica. Verificar manualmente.","DC01","2026-07-14T10:54:36.4426706-07:00"
"18.10.42.10.2","Ensure 'Scan all downloaded files and attachments' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.4503888-07:00"
"18.10.42.10.3","Ensure 'Turn off real-time protection' is set to 'Disabled'","Fail","0 (Disabled = proteccion activa)","","","DC01","2026-07-14T10:54:36.4583810-07:00"
"18.10.42.10.4","Ensure 'Turn on behavior monitoring' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.4645078-07:00"
"18.10.42.10.5","Ensure 'Turn on script scanning' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.4724922-07:00"
"18.10.42.11.1.1.1","Ensure 'Configure Brute-Force Protection aggressiveness' is set to 'Enabled: Medium' or higher","ManualReviewRequired","","","Feature nueva de Defender (2024-2025, Brute-Force Protection); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:36.4744957-07:00"
"18.10.42.11.1.1.2","Ensure 'Configure Remote Encryption Protection Mode' is set to 'Enabled: Audit' or higher","ManualReviewRequired","","","Feature nueva de Defender (2024-2025, anti-ransomware); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:36.4758568-07:00"
"18.10.42.11.1.2.1","Ensure 'Configure how aggressively Remote Encryption Protection blocks threats' is set to 'Enabled: Medium' or higher","ManualReviewRequired","","","Feature nueva de Defender (2024-2025, anti-ransomware); no se confirmo la clave de registro con certeza.","DC01","2026-07-14T10:54:36.4795297-07:00"
"18.10.42.12.1","Ensure 'Configure Watson events' is set to 'Disabled'","Fail","1 (Disabled)","","","DC01","2026-07-14T10:54:36.4895460-07:00"
"18.10.42.13.1","Ensure 'Scan excluded files and directories during quick scans' is set to 'Enabled: 1'","ManualReviewRequired","","","No se identifico con certeza la clave de registro para este control. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:36.4911321-07:00"
"18.10.42.13.2","Ensure 'Scan packed executables' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.4997029-07:00"
"18.10.42.13.3","Ensure 'Scan removable drives' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.5077033-07:00"
"18.10.42.13.4","Ensure 'Trigger a quick scan after X days without any scans' is set to 'Enabled: 7'","ManualReviewRequired","","","No se identifico con certeza la clave de registro para este control. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:36.5109871-07:00"
"18.10.42.13.5","Ensure 'Turn on e-mail scanning' is set to 'Enabled'","Fail","0 (Enabled)","","","DC01","2026-07-14T10:54:36.5190162-07:00"
"18.10.42.16","Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block'","Fail","1 (Block)","","","DC01","2026-07-14T10:54:36.5232479-07:00"
"18.10.42.17","Ensure 'Control whether exclusions are visible to local users' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5312586-07:00"
"18.10.56.1","Ensure 'Turn off Push To Install service' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5373128-07:00"
"18.10.57.2.2","Ensure 'Do not allow passwords to be saved' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5423061-07:00"
"18.10.57.3.2.1","Ensure 'Restrict Remote Desktop Services users to a single Remote Desktop Services session' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5472723-07:00"
"18.10.57.3.3.1","Ensure 'Allow UI Automation redirection' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.5526686-07:00"
"18.10.57.3.3.2","Ensure 'Do not allow COM port redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5584372-07:00"
"18.10.57.3.3.3","Ensure 'Do not allow drive redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5644192-07:00"
"18.10.57.3.3.4","Ensure 'Do not allow location redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5684418-07:00"
"18.10.57.3.3.5","Ensure 'Do not allow LPT port redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5714856-07:00"
"18.10.57.3.3.6","Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5754780-07:00"
"18.10.57.3.3.7","Ensure 'Do not allow WebAuthn redirection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5794772-07:00"
"18.10.57.3.3.8","Ensure 'Restrict clipboard transfer from server to client' is set to 'Enabled: Disable clipboard transfers from server to client'","Fail","1 (Disable)","","","DC01","2026-07-14T10:54:36.5820136-07:00"
"18.10.57.3.9.1","Ensure 'Always prompt for password upon connection' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5870493-07:00"
"18.10.57.3.9.2","Ensure 'Require secure RPC communication' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5915956-07:00"
"18.10.57.3.9.3","Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'","Fail","2 (SSL)","","","DC01","2026-07-14T10:54:36.5946079-07:00"
"18.10.57.3.9.4","Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.5985951-07:00"
"18.10.57.3.9.5","Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'","Fail","3 (High Level)","","","DC01","2026-07-14T10:54:36.6016345-07:00"
"18.10.57.3.10.1","Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less'","Fail","1-900000 ms (<=15 min)","","","DC01","2026-07-14T10:54:36.6036722-07:00"
"18.10.57.3.10.2","Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute'","Fail","60000 ms (1 min)","","","DC01","2026-07-14T10:54:36.6070666-07:00"
"18.10.57.3.11.1","Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'","Fail","1 (se eliminan al salir)","","","DC01","2026-07-14T10:54:36.6096575-07:00"
"18.10.57.3.11.2","Ensure 'Do not use temporary folders per session' is set to 'Disabled'","Fail","1 (usa carpetas por sesion)","","","DC01","2026-07-14T10:54:36.6126281-07:00"
"18.10.58.1","Ensure 'Prevent downloading of enclosures' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.6212774-07:00"
"18.10.59.2","Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search'","Fail","0 (Disable Cloud Search)","","","DC01","2026-07-14T10:54:36.6298096-07:00"
"18.10.59.3","Ensure 'Allow indexing of encrypted files' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6361280-07:00"
"18.10.59.4","Ensure 'Allow search highlights' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6418183-07:00"
"18.10.63.1","Ensure 'Turn off KMS Client Online AVS Validation' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.6503672-07:00"
"18.10.77.2.1","Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.6543664-07:00"
"18.10.81.1","Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6593670-07:00"
"18.10.81.2","Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock'","Fail","1 (On, but disallow access above lock)","","","DC01","2026-07-14T10:54:36.6667813-07:00"
"18.10.82.1","Ensure 'Allow user control over installs' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6727451-07:00"
"18.10.82.2","Ensure 'Always install with elevated privileges' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6809092-07:00"
"18.10.82.3","Ensure 'Prevent Internet Explorer security prompt for Windows Installer scripts' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6879073-07:00"
"18.10.83.1","Ensure 'Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.6962716-07:00"
"18.10.83.2","Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'","Pass","1 (Disabled = sin auto sign-on)","1","","DC01","2026-07-14T10:54:36.7002772-07:00"
"18.10.88.1","Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.7096400-07:00"
"18.10.88.2","Ensure 'Turn on PowerShell Transcription' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.7210152-07:00"
"18.10.90.1.1","Ensure 'Allow Basic authentication' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.7308695-07:00"
"18.10.90.1.2","Ensure 'Allow unencrypted traffic' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.7385290-07:00"
"18.10.90.1.3","Ensure 'Disallow Digest authentication' is set to 'Enabled'","Fail","0 (Digest no permitido)","","","DC01","2026-07-14T10:54:36.7541313-07:00"
"18.10.90.2.1","Ensure 'Allow Basic authentication' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.7615330-07:00"
"18.10.90.2.2","Ensure 'Allow remote server management through WinRM' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.7707295-07:00"
"18.10.90.2.3","Ensure 'Allow unencrypted traffic' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.7787568-07:00"
"18.10.90.2.4","Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.7901517-07:00"
"18.10.91.1","Ensure 'Allow Remote Shell Access' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.8001534-07:00"
"18.10.93.2.1","Ensure 'Prevent users from modifying settings' is set to 'Enabled'","ManualReviewRequired","","","No se identifico con certeza la seccion/clave de registro para este control (ambiguo entre varias plantillas ADMX). Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:36.8011528-07:00"
"18.10.94.1.1","Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.8064051-07:00"
"18.10.94.2.1","Ensure 'Configure Automatic Updates' is set to 'Enabled'","Fail","0 (Enabled = auto update activo)","","","DC01","2026-07-14T10:54:36.8104052-07:00"
"18.10.94.2.2","Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'","Fail","0 (Every day)","","","DC01","2026-07-14T10:54:36.8164058-07:00"
"18.10.94.4.1","Ensure 'Manage preview builds' is set to 'Disabled'","Fail","0 (Disabled)","","","DC01","2026-07-14T10:54:36.8195315-07:00"
"18.10.94.4.2","Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'","Fail","0","","","DC01","2026-07-14T10:54:36.8219507-07:00"
"18.11.1","Ensure 'Disable HTTP proxy features: Disable WPAD' is set to 'Enabled: Checked'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8275096-07:00"
"18.11.2","Ensure 'Disable HTTP proxy features: Disable proxy authentication' is set to 'Enabled: Disable authentication over loopback interfaces' or higher","ManualReviewRequired","","","Custom Setting del benchmark sin ADMX oficial de Microsoft detras; no se identifico con certeza la clave de registro. Verificar manualmente antes de automatizar.","DC01","2026-07-14T10:54:36.8289438-07:00"
"19.5.1.1","Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8346242-07:00"
"19.6.6.1.1","Ensure 'Turn off Help Experience Improvement Program' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8422122-07:00"
"19.7.5.1","Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled'","Fail","2 (se preserva la zona)","","","DC01","2026-07-14T10:54:36.8502872-07:00"
"19.7.5.2","Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled'","Fail","3 (forzar escaneo)","","","DC01","2026-07-14T10:54:36.8551927-07:00"
"19.7.8.1","Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled'","Fail","2 (Disabled)","","","DC01","2026-07-14T10:54:36.8578907-07:00"
"19.7.8.2","Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8622925-07:00"
"19.7.8.3","Ensure 'Do not use diagnostic data for tailored experiences' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8654090-07:00"
"19.7.8.4","Ensure 'Turn off all Windows spotlight features' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8684079-07:00"
"19.7.8.5","Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8737745-07:00"
"19.7.26.1","Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8864524-07:00"
"19.7.46.2.1","Ensure 'Prevent Codec Download' is set to 'Enabled'","Fail","1 (Enabled)","","","DC01","2026-07-14T10:54:36.8924649-07:00"
